"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
708.583896732609,0.378837855581761,0.173101844218995,2.18852582010903,0.0286313225861984,0.136383383710258,"ENSG00000000003"
520.283303990082,-0.203767052815024,0.100332399321371,-2.030919764635,0.0422631344703441,0.177655822651594,"ENSG00000000419"
237.15682225101,-0.0340550920233991,0.126107567148593,-0.27004796614046,0.787123352276404,0.927515767573781,"ENSG00000000457"
57.9312370304882,0.11719236507021,0.301659911861092,0.388491677091567,0.697652212087297,0.891163020967747,"ENSG00000000460"
5817.19119555536,-0.440966230204206,0.258981909007171,-1.70269124934126,0.0886258633344013,0.293579082185362,"ENSG00000000971"
1282.07367384613,0.241926007654947,0.119481908349046,2.0247919622124,0.0428887307762787,0.179389866686847,"ENSG00000001036"
609.880323877531,0.0296043786269348,0.23171052638999,0.127764496020815,0.898335347807921,0.969175840586521,"ENSG00000001084"
369.332191471127,0.489624563873862,0.210938104797255,2.32117646237729,0.0202773219823385,0.105840388746253,"ENSG00000001167"
183.232304900063,0.133400830841237,0.165016543473708,0.808408830006139,0.418855270471508,0.711723966904175,"ENSG00000001460"
2813.79003922351,0.0426849504398351,0.291407292051821,0.14647866269676,0.883543532932202,0.962836582624524,"ENSG00000001461"
539.809012933789,0.00246557851452959,0.0977150075833171,0.0252323422523127,0.979869639776398,0.994559267169402,"ENSG00000001497"
114.036585116779,-0.269666801920269,0.86457286034129,-0.311907549137985,0.755110785139619,0.915530092325404,"ENSG00000001561"
598.652336335928,0.247537263538052,0.171156363656183,1.44626386217986,0.148103207609711,0.403790189957132,"ENSG00000001617"
5.76479639204871,1.0560188262733,0.638179027612277,1.65473759020938,0.0979777384754233,0.313219407320727,"ENSG00000001626"
1779.7802490585,0.226233560334298,0.131498859495932,1.72042222420413,0.0853557200821088,0.286380501853805,"ENSG00000001629"
54.7256592711578,-0.0122272787420946,0.300838249311967,-0.0406440297071897,0.967579682507953,0.990818846624818,"ENSG00000001630"
785.43046641425,0.0363633386650765,0.107679769602644,0.337698889951783,0.735590111361402,0.907894569306576,"ENSG00000001631"
183.854859654866,0.30848489735193,0.160691199556539,1.91973734842517,0.0548910841146073,0.213770802000073,"ENSG00000002016"
1.42770643100831,2.03269770781895,1.56428884847024,1.29943885351275,0.19379336509499,NA,"ENSG00000002079"
178.051533904695,-0.0900000596071752,0.144795924572239,-0.62156486705725,0.534228028711921,0.794096427132882,"ENSG00000002330"
1253.60185791422,-0.180135991864616,0.167339160301209,-1.07647242606197,0.28171602637551,0.582571771963121,"ENSG00000002549"
8285.22374630697,-0.0881624870517014,0.122223192100355,-0.721323715545842,0.470710369059696,0.750229590591582,"ENSG00000002586"
6.89974473684951,0.282214247393154,0.968746342969693,0.291319032521997,0.77080733255234,0.921671760039043,"ENSG00000002745"
108.43879735002,-0.11254231442365,0.296346924579289,-0.379765420489587,0.704119553101926,0.894379439356908,"ENSG00000002746"
349.797025687683,0.15758329032295,0.133476184954612,1.18060978725558,0.237757773768412,0.532865543018132,"ENSG00000002822"
7168.64583516953,-0.398597630319353,0.102152533481172,-3.90198477449235,9.54071600862707e-05,0.00144643641781001,"ENSG00000002834"
250.501956562898,-0.39140381748022,0.146753280194919,-2.66708735205342,0.00765117826205767,0.0507264077453608,"ENSG00000002919"
540.252240959705,-0.402471776578394,1.421611813847,-0.283109476622365,0.777092917361974,0.923971053553067,"ENSG00000002933"
1065.2415631037,0.0713536325803846,0.0913280598946326,0.781289262716267,0.434632383820237,0.723942100923159,"ENSG00000003056"
377.96637868177,0.920197114643038,0.186959000008317,4.92191932242953,8.56995447669549e-07,2.35602223451126e-05,"ENSG00000003096"
104.513219328206,1.13960446244796,0.544790746405074,2.09182052002149,0.0364545740335112,0.160966979713654,"ENSG00000003137"
116.346794068818,0.32258809926343,0.323366988661229,0.997591314434959,0.318477574501739,0.622020075166883,"ENSG00000003249"
851.07126857378,-0.173168725751573,0.157218242967268,-1.10145440174921,0.270698939572256,0.570070946394977,"ENSG00000003393"
80.155504393755,0.388662710048671,0.371114523763218,1.04728509708407,0.294968107406402,0.596964770927743,"ENSG00000003400"
2546.55054088299,-1.18343489274828,0.163457486016717,-7.24001648127174,4.48630219952584e-13,5.24376367411675e-11,"ENSG00000003402"
4469.41159754024,0.209189086930078,0.191605292909352,1.0917709200708,0.274933803888249,0.574838514142343,"ENSG00000003436"
290.807012822479,0.0527553014506806,0.123743545305536,0.426327703157542,0.66986907403369,0.875757149928275,"ENSG00000003509"
2117.4048837664,0.186005739832699,0.0904659768883459,2.05608501925834,0.0397743219654365,0.169990891966929,"ENSG00000003756"
25.5038898695577,-0.988079895882345,0.326881822649333,-3.02274347308178,0.00250494487119629,0.0216208128782579,"ENSG00000003987"
38.4377944547483,-0.674369207479695,0.672201140950055,-1.00322532408466,0.315752157000001,0.618698013018496,"ENSG00000003989"
1225.31859567122,-0.369214342534651,0.1038495436646,-3.5552813185881,0.000377574877562653,0.00465658547093437,"ENSG00000004059"
84.8802360800221,0.163710358230977,0.181085823840538,0.904048449287441,0.365969711528825,0.66729256272478,"ENSG00000004139"
1460.07713515158,-0.147085636444782,0.124528515159483,-1.18114020918349,0.237547028835912,0.532562742410621,"ENSG00000004142"
3634.36583733291,0.0129210477846318,0.238684907902288,0.054134330897542,0.9568281402379,0.987363454076566,"ENSG00000004399"
1224.8038056739,-0.0516698285585748,0.167619884000556,-0.308255961795102,0.757887572848433,0.916560534332164,"ENSG00000004455"
1.31740472475398,1.33113606844567,1.4326145879104,0.929165512957154,0.352803317064454,NA,"ENSG00000004468"
466.422724545909,0.0699048579621539,0.122126388788854,0.572397650134511,0.56705260746646,0.813955863868642,"ENSG00000004478"
1237.76638382686,0.298885483387481,0.0826215575539449,3.61752419388044,0.000297434535351463,0.00381090627790838,"ENSG00000004487"
1285.19692928064,0.191944178513297,0.137433360099973,1.39663454618058,0.162523496230898,0.425989320198955,"ENSG00000004534"
